issuekey,title,description,storypoint
MDL-36847,prevent inaccurate feedback notifications grade item hidden,grade column modassign assignment hidden grader provides feedback student sent message saying something like teacher posted feedback assignment submission assignment name see appended assignment submission confusing student cant actually see grader made grade column visible institution least well week feedback given replicate issue create assignment set feedback comments feedback files yes log student make submission log back teacher hide gradebook item assignment give feedback item student get notification message saying teacher posted feedback assignment submission assignment name see appended assignment submission log student follow link email dont see feedback,8
MDL-36984,assignment module redirect form submissions,student edits saves submission view submission page rendered directly without redirect allows possibility resubmitting form using browser refresh button shortcutkey also leaves url address bar set wwwrootmodassignviewphp parameters cause confusion users bookmark address visited gives requiredparam missing error redirecting user form submission ensures form cannot resubmitted browser refresh ensures url valid url bookmarking would ideal grader redirect submitting grade student reasons listed,13
MDL-37016,null eventuuids discovered upgrading moodle,tried upgrade moodle moodle received following message noformat system ddl sql execution error information error debug info data truncated column uuid row alter table mdlevent modify column uuid varchar character set utf collate utfunicodeci null default visible error code ddlexecuteerror stack trace line libdmlmoodledatabasephp ddlchangestructureexception thrown line libdmlmysqlinativemoodledatabasephp call moodledatabasequeryend line libddldatabasemanagerphp call mysqlinativemoodledatabasechangedatabasestructure line libddldatabasemanagerphp call databasemanagerexecutesql line libddldatabasemanagerphp call databasemanagerexecutesqlarr line libddldatabasemanagerphp call databasemanagerchangefieldtype line libdbupgradephp call databasemanagerchangefieldprecision line libupgradelibphp call xmldbmainupgrade line adminindexphp call upgradecore noformat,8
MDL-37023,dock incorrectly parses region,mcoredockresizeblockspace blocksdockjs expects region ids regionsomething like regionpre themebaselayoutreportphp region actually reportregionpre mcoredockresizeblockspace goes manage sidepreonly class body tag actually starts addingremoving reportregionpreonly class due regex processing region,13
MDL-37145,documentation caching admin screens,need add much docs explain going caching plugin screens people complaining forums,40
MDL-37148,webservices assignment,small bit refactoring processxxx functions modassignlocallibphp would suitable calling webservice list simple functions functiondescriptionparametersreturns modassignrevertsubmissionstodraftrevert list submissions draft single assignmentint assignmentid array useridsarray external warnings modassignlocksubmissionslock list assignment submissions single assignmentint assignmentid array userids list user idsarray external warnings modassignunlocksubmissionsunlock list assignment submissions single assignmentint assignmentid array userids list user idsarray external warnings modassignsubmitforgradingsubmit current users submission markingint assignmentidarray external warnings modassignsaveuserextensionsgrant extension due dates list students single assignmentint assignmentid array userids array duedatesarray external warnings modassignrevealidentitiesreveal identities users blind marking assignmentint assignmentidarray external warnings complicated functions functiondescriptionparametersreturns modassignsavesubmissionsave submission assignment current userint assignmentid plugindata array fields used plugins save submission valid list fields dependent installed pluginsarray external warnings modassignsavegradesave grade assignment current userint assignmentid int userid float grade bool applytoall plugindata array fields used plugins save feedback valid list fields dependent installed pluginsarray external warnings contenders downloadallsubmissions link download zip tbd,8
MDL-37181,backups report show courses status skipped,backups report showing status since last cron show status last unsuccesfull backup information time taken column give clue automatic backup happened skipped one know last backup succesfull skipped unfinished warning error checking backup destination folder mdlbackupcontrollers table,13
MDL-37243,comments api doesnt store validate component,comments table doesnt component comment area code moodle select mcomments contextid commentarea itemid content format userid timecreated pagecomments test pagecomments blah databaseentry test rows code far see way get commentarea back component therefore way validate permisisons see example code private function checkpermissions thispostcap hascapabilitymoodlecommentpost thiscontext thisviewcap hascapabilitymoodlecommentview thiscontext emptythisplugintype permissions plugincallbackthisplugintype thispluginname comment permissions arraythiscommentparam arraypostfalse viewfalse thispostcap thispostcap permissionspost thisviewcap thisviewcap permissionsview code looks plugintype comes html validated example could switch validation modassign comment blockcomment validation could probably also manipulate html view peoples comments,40
MDL-37312,restore always removes course idnumber,looks weird especially restoring site would personally expect restore verifies user may change idnumber idnumber exists site conditions true keeps idnumber,13
MDL-37324,import phpmailer,see,2
MDL-37528,ajax dragging working fails pick,moodle versions numerous reports ajax drag drop isnt working moving blocks course page quiz module seems affect latest versions firefox chrome occurs multiple themes attempting move sections using maltese cross section dragger chrome firefox display page icon image drag drop files seem work clarification particular bug dragging blocksactivitiessections failing pick desired object either selection pickup move image,13
MDL-37565,better looking tinymce editor toggle toolbars lines,suggest changes make tinymce editor look better advanced button show hidden button hopefully tinymce support feature display essential buttons one line preferences bolditaliclinkimagesheadinglists tweak css match current standard theme better way current tinymce theme attaching picture wordpress example pleasant look overwhelming show media button actually essential one opinion would show pretty moodle file picker advanced button feature exist tinymce dont think issue hard implement otherwise may require change tinymce improvement would great maintainability,20
MDL-37679,viewing single section page title update,issue user clicks view individual section page title individual section course name course name plus section name user viewing means user know changed pages standard level wcag,5
MDL-37717,add warning teacher tries disable enrolment method deleting,teacher default permissions disable enrolment method used hisher access course warning heshe tries delete enrolment method actions result locking teacher hisher course would highly beneficial similar warning disabling enrolment method,2
MDL-37812,admin set sitewide default settings user profile fields email display format digest forum subscription tracking use html editor screen reader,administrator moodle site using moodle build like change default settings following user profile fields follows email display allow course members see email address email format pretty html format email digest type complete daily email full posts forum autosubscribe dont automatically subscribe forums forum tracking yes highlight new posts editing text use html editor browsers ajax javascript yes use advanced web features screen reader see reason every moodle site admin would want default settings ive listed propose new page created site administration area perhaps site administration users accounts site admins set default settings common fields sitewide obviously default settings modified users permission creating new accounts find pain create new user accounts fields listed upload read discussion could change settings usereditlibphp starts line prefer modify core code site difficult maintain upgrade think issue applies moodle users ive read mdl default setting ajax going prefer soon move moodle fields though,40
MDL-37813,cfgstringfilters get updated upgrade filter deleted,upgrade filters longer installedavailable removed cfgstringfilters config additionally filters uninstalled removed cfgstringfilters config removed upgrade filters uninstalled additional filters cfgstringfilters cause cfgfilterall remain enabled adds load page load filter strings way change via admin must manually remove legacy filters string,3
MDL-37824,navigation block clicking courses sends moodle,text link click within courses sends moodle page opening list courses navigation block found least two moodleadmins find annoying three least means jqueryhack replace myaddress textlink works fine list courses opens navigation block would prefer moodle remove useless link,8
MDL-37877,overlarge backups fail transparently get deleted next time space fills,refers scheduled backups number versions kept set one customer site half dozen large courses backup system generates vary large files two examples test ran morning obviously large successfully zipped backup processes eventually fails error like error backupmoodlecoursembz appear valid backup missingmoodlebackupxmlfile log says complete next execution next scheduled backup time fails presumably big carries good previously failures like stopping backup schedule completely however next time scheduled course backup run old versions backups replaced remember keeping one except failed backups moodle seem recognise valid backups despite filenames deleted course several days multiple copies large failed backups result eventually fill server disk cause teh site fail know relates larger subject handling large course backups anything done checking process large failed backup files get left fill server,40
MDL-37972,assignment upload single settings submission file link work,upload single assignment type file submission link student found settings block assignment administration submission broken link clicked following error message produced quote valid arguments supplied stack trace line libsetuplibphp moodleexception thrown line libfilelibphp call printerror line pluginfilephp call filepluginfile quote steps recreate access course student make submission upload single file type assignment navigate settings block assignment administration submission observe file name submitted listed link click link attempt download file expected result successful download submitted file actual result error message rendered valid arguments supplied,3
MDL-38228,major performance problem moving modules upgrade step,upgrade script portion fix mdl inefficient causes considerable performance problem upgrading large sites process queries course modules course section individually thats pretty big deal moodlerooms largest site nearly course sections average course sections across sites root problem finding course modules dont exist sequence field related course section following query get course section records codesql select mdlcoursesections inner join mdlcoursemodules cmcourse cscourse cmsection csid concat cssequence like concat cmid code following returns average course sections affected sites maximum course sections note findinset operator works mysql query tweaked support rdbms additonally branches new upgrade script run another bug version replace old script faster one,20
MDL-38325,maximiseminimise button hide lateral blocksdock,nice maximiseminimise button hide blocks page get viewable area leblangi using similar concept site see left lang menu,40
MDL-38347,left right arrows calendar showing android,default left right triangle icons used calender block move previous next month seperator breadcrumb trail issues android android font called roboto seems left pointing version ive seen ive reports devices use font called droid sans missing versions heres list geometric shapes available unicode currently use black rightpointing pointer black leftpointing pointer believe particular shapes may originally chosen ensure displayed iexp issues didnt fall back first chosen font didnt contain character proper browsers continue search fonts perhaps different triangle shape could used though testing works everything else could pain longer term could provided icon font svg icons marking rtlrelated assume left facing one used situations least android seems main issue,3
MDL-38561,convert filepickers filemanagers yui modules,little broken discussed mdl corefilepicker describes file repositoryfilepickerjs adds yui module called moodlecorefilepicker yui module wrapped yuiadd line contents added sandbox module depends moodlecorefilepicker order get work corefilepicker depends moodlecorefilepicker inclusion corefilepicker means file included contents yui module handled legacy code depend module really really broken needs fixed prevents detecting reporting issues suggested fix existing code convert bits appropriate yui modules may give opportunity write treeview based new yui ytree remove current dependence yui guess could week twos work,100
MDL-38628,new assignment module gives learners top grade scale,create new scale achieved achieved marked achieved positive create new assignment activity use scale created add activity course add learner course grade learner click silver cog edit column click grade presented achieved highlighted grade drop list although current grade gradebook set edit grade screen click save grader report updates table learner achieving activity even though changed grade,3
MDL-38664,lesson essays disappear new attempt exiting,see discussion diagnostic student exits lesson reaching last page upon resuming lesson offered choice seen one page lesson already want start last page saw unfortunately cases system goto last unseen page work expected causes problems especially essays due complicated nature lesson settings flow rather difficult describe reproduce bug patch attaching seems resolve issue thorough testing bug concerns moodle versions patch tested current moodle version joseph,8
MDL-38693,wysiwyg editor cuts content full screen mode,wysiwyg editor cuts left side content toggle full screen mode blocks docked,8
MDL-38698,convert url links filter prevents backgrounds tables apply html format checked,issue convert url links filter prevents backgrounds tables apply html format checked steps replicate site adminpluginsfiltersconvert url links images ensure html format checked course add label make table add background image using css add background save actual result see link background images text table without image expected result table image background,13
MDL-38732,graded course activity editing gradebook causes unintentional overrides,instructor goes gradebook starts editing mode instructor mode someone either automatically graded activity someone edits grades something instructor saves individual grades course total grades become overridden steps reproduce teacher course grade book turn editing another browser student complete quiz back first browser submit grade book edit quiz grade attempt overridden dash grade,40
MDL-38758,undefined variable sillybyrefvar modforumbackupmoodlerestoreforumstepslibphp,restoring moodle features demo course mooch hub latest dev last page restore displays following notice code notice undefined variable sillybyrefvar modforumbackupmoodlerestoreforumstepslibphp line code regression mdl changed signature function code function forumadddiscussiondiscussion mformnull messagenull useridnull function forumadddiscussiondiscussion mformnull unusednull useridnull code third parameter passed reference consequence restore code code sdid forumadddiscussionsd null sillybyrefvar thistaskgetuserid code throws notice sillybyrefvar set,5
MDL-38768,coding error theme already set page ready output adding blog entry page resource,attempting add blog entry page resource coding error results quote coding error detected must fixed programmer theme already set page ready output therefore longer change theme anything might affect current theme example course information error debug info stack trace theme set line libpagelibphp call moodlepageinitialisethemeandoutput line libpagelibphp call moodlepagemagicgettheme line filtermediapluginfilterphp call moodlepagegetrenderer line libfilterlibphp call filtermediapluginfilter line libfilterlibphp call filtermanagerapplyfilterchain line libfilterlibphp call filtermanagerfilterstring line libweblibphp call performancemeasuringfiltermanagerfilterstring line libpagelibphp call formatstring line bloglibphp call moodlepagesettitle line blogeditphp call bloggetheaders error code codingerror stack trace line libpagelibphp codingexception thrown line libpagelibphp call moodlepageensurethemenotset line libmoodlelibphp call moodlepagesetcourse line blogeditphp call requirelogin quote via trial error attempting reproduce error different moodle site found requires specific combination filters steps reproduce site admin plugins filters manage filters make sure activity names autolinking applies content headings also first enabled filter list make sure multimedia plugins applies content headings also second enabled filter list course add page resource add blog menu block page resource click add entry page blog menu error displayed expected result user able add blog entry without error actual result coding error displayed,8
MDL-38771,cfgyuicomboloading prevents use yuicombophp,stop use combo loading yuicombophp otherwise potential break caching,5
MDL-38780,unread posts listing moodle take care groups,copying linked issuechanging new posts unread posts students might seeing unread posts since last login notifications course overview moodle even posts belong groups access presumably students get notification unread posts able see replication steps create course forum set separate groups create two groups enrol students post something one groups forum log student group see post since last login message subject course overview,13
MDL-38827,aggregate nonempty grades selected grade category total displayed dashes instead zeros,summary aggregate nonempty grades selected gradebook category according moodle doc category total display zeroes however category total showing dashes aggregate nonempty grades selected create category set weighted mean grades select aggregate nonempty grades create two categories set mean grades select aggregate nonempty grades make categories subcategory first category created create couple assignments subcategories enroll student review user report student according moodle doc two subcategories created displaying zero student category grades however dashes appearing moodle doc add grades student displayed assignments remove grade category total correctly display zero gradebook treating empty grade items zeros calculating total appropriate aggregation displaying proper total,40
MDL-38832,remove unused frontpage constants,remove constants described courselibphp used since frontpagecourselist frontpagetopiconly frontpagecourselimit,2
MDL-38868,web services returns empty array permissions invalid coreusergetusersbyid request,using web services rest json return moodle return empty array permissions enabled command coreusergetusersbyid return invalid permissions error json response,8
MDL-38903,file manager form elements size,adding file file manager size form elements seems bit weird,100
MDL-38923,cannot dock blocks bootstrapbaseclean theme,suspect intentional behaviour may discussed may reasoning thought would report distinction case one noticed previously discussed,13
MDL-39001,unenroling reenrolling student causes inconsistent grade data,student removed course herhis grades mdlgradegrades moved mdlgradegradeshistory student reenrolled course grades modules reappear still mdlassigngrades etc reexported back mdlgradegrades serves source evaluation conditional access reenrolling student may grades required conditionally available content available herhim,100
MDL-39044,replace strtolower blockcompletionstatus textlibstrtolower,needs multibyte safe,2
MDL-39150,finish detailed specification,first task backend team finish detailed technical specification new system get approval stakeholders,40
MDL-39152,coreroleassignroles function contains contextid parameter correct,per comment damyon wiese mdl context considered internal moodle exposed webservices sent parameter returned response file enrolexternallibphp function assignrolesparameters parameter contextid new externalvalueparamint context assign user role,13
MDL-39153,corerolesunassignroles function contains contextid parameters correct,per comment damyon wiese mdl context considered internal moodle exposed webservices sent parameter returned response file enrolexternallibphp function unassignrolesparameters parameter contextid new externalvalueparamint context unassign user role,5
MDL-39154,corefilesgetfiles corefilesuploadfiles functions contain context parameter correct,creating actually two issue two different preferred open two issues let know per comment damyon wiese mdl context considered internal moodle exposed webservices sent parameter returned response file fileexternallibphp function getfilesparameters parameter contextid new externalvalueparamint context function getfilesreturns parameter contextid new externalvalueparamint function uploadparameters parameter contextid new externalvalueparamint context function uploadreturns parameter contextid new externalvalueparamint,20
MDL-39227,scorm navigation panel hidden bootstrap theme active,try accessing scorm bootstrap theme navigation panel shown,5
MDL-39299,css issues course page using bootstrap clean theme,see attached screenshots grouping information aligned activity name labels bold labels activity completion icon misaligned forums unread posts aligned activity name consider hover effect activities restore hover effect added base accessibility reasons mdl note using selector coursecontent enough activity listing added front page see sitetopic,8
MDL-39350,collapsible editor tab cant controlled via keyboard,collapsible editor tab cant reached via keyboard using standard tab spacebar enter controls required functionality collapsible sections tab section press spacebar enter toggle,8
MDL-39393,changing activity title course front page ajax fire modupdated event,changing activity title part activity course page ajax modupdated event fired think inconsistency remedied,8
MDL-39569,second student cant confirm assignment submission,create assignment group submission confirmation students group add submission first student account login second student account try confirm submission student gets failure notification problem developer solve mdl problems seems solved came back,8
MDL-39603,search filter enrolled users page confusing clean theme,select clean theme select course course administration users enrolled users look search filter,8
MDL-39608,width thresholds form labels clean theme need higher,changes mdl push file picker place,3
MDL-39653,ims enterprise cron job error,moodle line enrolimsenterpriselibphp block run file exists file new file exist new error thrown line timeelapsed set causes entire moodle cron job fail suggest either moving block within block changing emptymailadmins fileexistsfilename fileisnew,2
MDL-39661,themeclean notice undefined offset,quote notice undefined offset varwwwintegrationliboutputrenderersphp line call stack timememoryfunctionlocation main viewphp corerendererheader viewphp corerendererrenderpagelayout outputrenderersphp include varwwwintegrationthemecleanlayoutgeneralphp outputrenderersphp corerendererblocksforregion generalphp corerendererblockmovetarget outputrenderersphp quote replicate disable browser log admin change clean theme browse course turn editing move blocks right click move one blocks right observe error,5
MDL-39675,text overlap htmleditor bootstrap theme,add lines text html editor anywhere moodle text overlaps right margin editor definitely introduced using bootstrap moodle lots recent builds introduced last couple days reckon fine switched standard theme affects clean theme fix bootstrapbase,13
MDL-39715,mobilefriendly way display blocks small screen,bootstrap themes define way display blocks small screen moment blocks displayed bottom page real usage may minor issue user scrolls user needs issue frequency depends many time user need access block doesnt feel mobile friendly possible alternatives existing blocks could move side bar right bar could slided left swipe hamburger button block names could integrated new mobile navigation menu like html mobile app click block displayed one entire page,100
MDL-39736,scorm content section narrow narrow screen devices,devices wide enough space display whole scorm panel,20
MDL-39737,scorm reflow resizeorientation change,using mobile device swapping landscape portrait cause scorm panel resize,20
MDL-39746,discussion page user name overlapping profile picture,occurs ipod touchiphones potrait view,5
MDL-39748,make input boxes size consistent overlapping next level assignment advanced grading,using advanced grading add new criteria edit levels size input boxes name points wide overlap next level add new level criteria input text name smaller point input text size input boxes consistent testing ipod touch iphones replication steps create assignment set grading method rubric side block select assignment admin advanced grading define rubric rubric section click edit level add level sections,8
MDL-39749,popup file pickeractivity chooser mobile friendly,moment file picker many issues make mobile friendly button icon text everything quite small popup static fill entire screen need restrict file picker portion screen neither needs drag around screen upload form displayed default need display mobile user click repository upload triggers picker file form displayed filled picked file info obviously need specs first needs brainstorming user behaviorsexpectation also implies technical challenges,100
MDL-39750,fullscreen activity chooser tablet screens,activity chooser already designed mobile skipped information icon description desktop version select box dont think issue teacher probably knows reporting agree activity chooser needs works recently mentioned needed fix actually forgot already working quite well mobile,8
MDL-39769,taking photos via file picker results huge sideways photo,editing profile went description field tinymce clicked image selected upload file clicked choose file take photo video holding phone iphone sideways time took photo resulting photo huge sideways dont seem obvious way scale rotate could solved adding form allows resizing rotating images added via file picker would great desktop,40
MDL-39770,chat activity window poorly suited phone,work fine however desktop window scaled theres lots white space text really small zooming make text readable results need scroll back forth read incoming messages type,20
MDL-39771,embedded url resource doesnt seem load iphone,created iphone resource set embedded set url saved iframe appears big white box setting popup makes url open new tab,13
MDL-39776,adding new block doesnt automatically add block page,samsung tab chrome stock browsers frontpage adding new block doesnt automatically add block page requires tapping select option box initiate process,13
MDL-39779,fix alignment required field red creating new wiki page,mobile device required field indication displayed input options,3
MDL-39782,clean categories items move grade item screen squished,see screenshot course containing grade item least one category simple categories items screen within gradebook click move icon next grade item squished screen displayed,5
MDL-39792,editor goes righthand blocks smaller screens,attached screenshot shows problem theme imootorg need solution folks,20
MDL-39794,editing front page always show add course button current courses,currently show add course button courses awesome needs also time editing mode makes things obvious currently adding courses buried menus also reduces effort lot adding several courses,5
MDL-39796,multiple select options displays empty box,samsung tab stock browser multiple select options displays empty box looks like input text box tabbing box display list options,3
MDL-39812,long breadcrumbs get wrapped narrow screens using clean theme,bread crumbs wrap nicely,20
MDL-39813,login page overly verbose mobile device,could either hide text redesign page completely,3
MDL-39814,improve editing icons usability types screens,editing icons sometimes messy confusing well small hard hit mobile platforms issue finding solution simplifies display lot reducing available options trying slow things power users heavily engaged creatingeditingmovingconfiguring activities needs work smartphones well large desktops may user preferences involved,40
MDL-39815,printerfriendly version link improved,would great autotriggered print function browser icon little nicer maybe text beside explain better,3
MDL-39817,grading mobile friendly,smaller screens really long scroll start move horizontally big scroll back area wanted see,100
MDL-39844,define implement event base class,define base class event system,20
MDL-39845,define new observers api,describe new observer definition new flags current dbeventsphp,20
MDL-39846,define new event dispatcher behaviour implement,describe new event dispatcher implement new event dispatching add phpunit support event observation,20
MDL-39848,check coverage unit tests new events api,write unit tests anything covered previous issues create new event handler management class deals installation upgrades legacy new handlers,5
MDL-39850,pre post performance profiling,decide implement performance tests measure impact changes,5
MDL-39851,full screen popup mobile filepickeractivitychooser,filepicker activity chooser fullscreen popup mobile device dragable look popup fullscreen focus popup never moves whatever user action happens inside popup popup fits entire screen scroll allowed till bottom screen still popup cant see moodle site remove rounded corner,60
MDL-39854,automatic class loading,would nice official class loader frankenstyle based class names moodle core see,40
MDL-39873,check usage classexists avoid usage autoloading,currently classexits passing second parameter false blocklibphp pluginlibphp autoloader called hence hit performance autoloader functionality look usage classexists function pass second param false appropriate,5
MDL-39883,duplicating activity course page fire event,would like see new event modduplicated way could always inform whoever hooked event happened change would imply small modification coursemodduplicatephp modduplicated int courseid int cmid int origcmid text modulename,13
MDL-39884,improvement header bootstrapbase remain onscreen scrolling mobile devices,found header menu moves away scrolling window content width small think header menu always stay top window ralf,13
MDL-39888,replace usages log table authmnetauthphp,see usages,20
MDL-39933,implement external database log storage plugin,implement external database log storage possible disable,100
MDL-39949,block without header causes error page,updated description reporter noticed javascript error courses pages editing mode causes activity chooser fail work blocks without headings removed code starts working presumably presence blocks causes error original description thread upgraded week initially used incomplete zip file subsequently corrected since activity chooser behaves inconsistently courses case courses greyed switching allows dropdown lists work quickly select option otherwise fails jumptophp appears get empty string case also drag drop course items work case courses using activity chooser select activity resource generates error selection activity resource switching activity chooser allows selection properly dropdown lists course drag drop items works expected using moodle build sql server sql php freetds drivers upgrade error reported mdl closed,3
MDL-39950,reproduce log reports use new logging system log loglive,convert reports reportlog reportloglive new api reports must work nicely loglegacy logstandard alter reports accept new event object instances instead array data alter reports understand new event properties report add setting log reader use deprecate function printlog move html corresponding renderers deprecate functions printlogods printlogcsv printlogxls part reportlog deprecate function buildlogsarray deprecate function getlogsusercourse move code reportlog,40
MDL-39953,replace legacy events blogs,replace legacy events related blogs bloglocallibphp eventstriggerblogentryadded bloglocallibphp eventstriggerblogentryedited entry bloglocallibphp eventstriggerblogentrydeleted,20
MDL-39954,replace legacy events assessable content,replace legacy events related assessable content modassignlocallibphp eventstriggerassessablesubmitted eventdata modassignlocallibphp eventstriggerassessablesubmitted eventdata modassignlocallibphp eventstriggerassessablesubmitted eventdata modassignsubmissionfilelocallibphp eventstriggerassessablefileuploaded eventdata modassignsubmissiononlinetextlocallibphp eventstriggerassessablecontentuploaded eventdata modassignmenttypeonlineassignmentclassphp eventstriggerassessablecontentuploaded eventdata modassignmenttypeuploadassignmentclassphp eventstriggerassessablefileuploaded eventdata modassignmenttypeuploadassignmentclassphp eventstriggerassessablefilesdone eventdata modassignmenttypeuploadsingleassignmentclassphp eventstriggerassessablefileuploaded eventdata modforumlibphp eventstriggerassessablecontentuploaded eventdata modworkshopsubmissionphp eventstriggerassessablecontentuploaded eventdata,40
MDL-39955,replace legacy events completion,replace legacy events related completion libcompletionlibphp eventstriggeractivitycompletionchanged data completioncompletioncompletionphp eventstriggercoursecompleted thisgetrecorddata,20
MDL-39956,replace legacy events cohort,replace legacy events related cohort cohortlibphp eventstriggercohortadded cohort cohortlibphp eventstriggercohortupdated cohort cohortlibphp eventstriggercohortdeleted cohort cohortlibphp eventstriggercohortmemberadded objectarraycohortidcohortid useriduserid cohortlibphp eventstriggercohortmemberremoved objectarraycohortidcohortid useriduserid,8
MDL-39957,replace legacy events course,replace legacy events related course courselibphp eventstriggercoursecreated course courselibphp eventstriggercourseupdated course libmoodlelibphp eventstriggercoursedeleted course libmoodlelibphp eventstriggercoursecontentremoved course libcoursecatlibphp eventstriggercoursecategorydeleted libcoursecatlibphp eventstriggercoursecategorydeleted backuputilplanrestoreplanclassphp eventstriggercourserestored object array,20
MDL-39958,replace legacy events groups,replace legacy events related groups grouplibphp eventstriggergroupsmemberadded eventdata grouplibphp eventstriggergroupsmemberremoved eventdata grouplibphp eventstriggergroupsgroupcreated group grouplibphp eventstriggergroupsgroupingcreated data grouplibphp eventstriggergroupsgroupupdated group grouplibphp eventstriggergroupsgroupingupdated data grouplibphp eventstriggergroupsgroupdeleted group grouplibphp eventstriggergroupsgroupingdeleted grouping plurals grouplibphp eventstriggergroupsmembersremoved eventdata grouplibphp eventstriggergroupsgroupingsgroupsremoved courseid grouplibphp eventstriggergroupsgroupsdeleted courseid grouplibphp eventstriggergroupsgroupingsdeleted courseid,20
MDL-39959,replace legacy events module,replace legacy events related module coursednduploadlibphp eventstriggermodcreated eventdata courselibphp eventstriggermoddeleted eventdata places course modules created updated deleted,20
MDL-39960,replace legacy events role,replace legacy events related role libaccesslibphp eventstriggerroleassigned libaccesslibphp eventstriggerroleunassigned libaccesslibphp eventstriggerroleunassigned,8
MDL-39961,replace legacy events user,replace legacy events related user admintooluploaduserindexphp eventstriggeruserupdated existinguser admintooluploaduserindexphp eventstriggerusercreated user adminuserphp eventstriggeruserupdated user adminuserphp eventstriggeruserupdated user authemailauthphp eventstriggerusercreated user authldapauthphp eventstriggerusercreated user libenrollibphp eventstriggeruserenrolled libenrollibphp eventstriggeruserenrolmodified libenrollibphp eventstriggeruserenrolmodified libenrollibphp eventstriggeruserunenrolled libenrollibphp eventstriggeruserunenrolled libeventslibphpfunction eventstriggereventname eventdata libmoodlelibphp eventstriggeruserlogout params libmoodlelibphp eventstriggerusercreated dbgetrecorduser arrayiduserid libmoodlelibphp eventstriggeruserupdated dbgetrecorduser arrayidoldinfoid libmoodlelibphp eventstriggeruserdeleted user enrolmanuallocallibphp eventstriggeruserenrolmodified enrolment usereditphp eventstriggeruserupdated usernew usereditadvancedphp eventstriggerusercreated usernew usereditadvancedphp eventstriggeruserupdated usernew useremailupdatephp eventstriggeruserupdated user userlibphp eventstriggerusercreated newuser userlibphp eventstriggeruserupdated updateduser please also check userlibphp userupdateusers mdl integrated eventstriggeruserupdated user,40
MDL-39962,replace legacy events mixed,replace legacy events related ltiworkshop workshopviewed ltiunknownserviceapicall replace event handlers event observers modworkshopallocationscheduleddbeventsphp workshopallocationscheduledworkshopviewed edit quiz events moved separate issue portfoliosend also moved separate issue,20
MDL-39963,legacy events addtolog cleanup,make sure remaining addtolog calls core agree whether deprecated kept make sure legacy events left core see mdl make sure new events use correct naming convention see mdl create mapping list listing old eventsaddtolog respective new event add list docs see mdl cleanup libdbeventsphp either delete events listing add new events list see mdl mdl resolved make sure existing events legacyassertions needed implement canview events see mdl,40
MDL-40003,assignment submission comments restored,submission comments set yes assignment comments made submission course activity backed restored comments user data comments restored,5
MDL-40020,check usage commentinit set component param,mdl fix component name passed plugins using comments currently init check values optionalparam nice set proper validation,20
MDL-40034,epic file api improvements handle clustering environments,talked many years appears issue filed moodle files currently dataroot directory server filesystem cause problems moodle used server cluster environments may even local filesystems synchronisation required across potentially many web servers issue starting point solving problem collect solutionsideashacks community discuss define specification core implementation moodle split subtasks issue complete implementation,40
MDL-40037,policy decide allow context exposed,decide final stand allow context ids api decision use contextid provided optionally every api must implement alternative way doesnt require contextids,13
MDL-40039,add alternative contextid corefilesexternalupload,add alternative contextid corefilesexternalupload contextid shouldnt required field per discussion mdl,5
MDL-40040,replace addtolog event trigger blog,replace addtolog calls following area call getlegacylogdata function event class blog calls blogindexphp addtologcourseid blog view indexphpentryidentryidamptagidtagidamptagtag view blog entry bloglocallibphp addtologsiteid blog add indexphpuseridthisuseridentryidthisid thissubject bloglocallibphp addtologsiteid blog update indexphpuseriduseridentryidentryid entrysubject bloglocallibphp addtologsiteid blog delete indexphpuserid thisuserid deleted blog entry entry thisid bloglocallibphp addtologcourseid blog action indexphpuseridthisuseridentryidthisid thissubject bloglocallibphp addtologcmcourse blog action indexphpuseridthisuseridentryidthisid thissubject cmid thisuserid,20
MDL-40041,replace addtolog event trigger course,replace addtolog calls following directory new events contains information course calls,40
MDL-40042,replace addtolog event trigger completion,replace addtolog calls following directories new events contains information completion coursecompletionphp addtologcourseid course completion updated completionphpidcourseid reportcompletionuserphp addtologcourseid course report completion reportcompletionuserphpiduseridcoursecourseid courseid,20
MDL-40043,replace addtolog event trigger course,replace addtolog calls following directories new events contains information course courserecentphp addtologcourseid course recent recentphpidcourseid courseid coursedeletephp addtologsiteid course delete viewphpidcourseid coursefullname courseid coursemanagephp addtologcourseid course visible show hide editphpidcourseid courseid coursemanagephp addtologmovecourseid course move editphpidmovecourseid movecourseid courselibphp addtologcourseid course move editphpidcourseid courseid courselibphp addtologsiteid course new viewphpidcourseid datafullname courseid courselibphp addtologcourseid course update editphpidcourseid courseid courseuserphp addtologcourseid course user report userphpidcourseidampuseruseridampmodemode userid courseeditsectionphp addtologcourseid course editsection editsectionphpidid sectionnum courseviewphp addtologcourseid course loglabel viewphp logparam infoid courseloginasphp addtologcourseid course loginas userviewphpidcourseidampuseruserid oldfullname newfullname indexphp addtologsiteid course view viewphpidsiteid siteid,20
