issuekey,title,description,storypoint
BAM-5184,cant create plan pom builder detected elastic agent,reproduce make sure maven builder elastic agent builder list bamboo console administration builders therefore bamboo detected local remote maven installation trying create plan pom detecting repository providing projectname projectkey following stacktrace displayed version build build date dec systemerrorrequestinformation request url scheme http server localhost port uri adminimportmavenplancreateplanaction context path servlet path adminimportmavenplancreateplanaction path info query string stack trace comatlassianbamboobuildplancreationexception maven builder found occur comatlassianbamboowwactionsadminimportmavenplancreateplanactioncreatebuilderimportmavenplancreateplanactionjava comatlassianbamboowwactionsadminimportmavenplancreateplanactiondoexecuteimportmavenplancreateplanactionjava comatlassianbamboowwbambooactionsupportexecutebambooactionsupportjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava comopensymphonyxworkdefaultactioninvocationinvokeactiondefaultactioninvocationjava comopensymphonyxworkdefaultactioninvocationinvokeactiononlydefaultactioninvocationjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptordefaultworkflowinterceptordointerceptdefaultworkflowinterceptorjava comatlassianbamboowwinterceptorsbambooworkflowinterceptordointerceptbambooworkflowinterceptorjava comopensymphonyxworkinterceptormethodfilterinterceptorinterceptmethodfilterinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkvalidatorvalidationinterceptordointerceptvalidationinterceptorjava comatlassianbamboowwinterceptorsbamboovalidationinterceptordointerceptbamboovalidationinterceptorjava comopensymphonyxworkinterceptormethodfilterinterceptorinterceptmethodfilterinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsjsonvalidationinterceptorinterceptjsonvalidationinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonywebworkinterceptorfileuploadinterceptorinterceptfileuploadinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptorininterceptorinterceptininterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsglobaladmininterceptorinterceptglobaladmininterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboosecurityacegiinterceptwebwebworksecurityinterceptorinterceptwebworksecurityinterceptorjava comatlassianbamboosecurityacegiinterceptwebwebworksecurityinterceptorproxyinterceptwebworksecurityinterceptorproxyjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorspaginationawareinterceptorinterceptpaginationawareinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsstatisticsawareinterceptorinterceptstatisticsawareinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsresultslistawareinterceptorinterceptresultslistawareinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorstestcaseawareinterceptorintercepttestcaseawareinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsbuildresultssummaryawareinteceptorinterceptbuildresultssummaryawareinteceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsbuildawareinterceptorinterceptbuildawareinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptoraroundinterceptorinterceptaroundinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkinterceptorexceptionmappinginterceptorinterceptexceptionmappinginterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsbuildconfigurationinterceptorinterceptbuildconfigurationinterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comatlassianbamboowwinterceptorsbuildconfigurationfromsessioninterceptorinterceptbuildconfigurationfromsessioninterceptorjava comopensymphonyxworkdefaultactioninvocationinvokedefaultactioninvocationjava comopensymphonyxworkdefaultactionproxyexecutedefaultactionproxyjava comopensymphonywebworkdispatcherdispatcherutilsserviceactiondispatcherutilsjava comopensymphonywebworkdispatcherfilterdispatcherdofilterfilterdispatcherjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comopensymphonymodulesitemeshfilterpagefilterparsepagepagefilterjava comopensymphonymodulesitemeshfilterpagefilterdofilterpagefilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comopensymphonywebworkdispatcheractioncontextcleanupdofilteractioncontextcleanupjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianbamboofilteraccesslogfilterdofilteraccesslogfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava orgacegisecurityutilfilterchainproxyvirtualfilterchaindofilterfilterchainproxyjava orgacegisecurityprovidersanonymousanonymousprocessingfilterdofilteranonymousprocessingfilterjava orgacegisecurityutilfilterchainproxyvirtualfilterchaindofilterfilterchainproxyjava comatlassianbamboofilterseraphloginfilterdofilterseraphloginfilterjava orgacegisecurityutilfilterchainproxyvirtualfilterchaindofilterfilterchainproxyjava orgacegisecurityutilfilterchainproxydofilterfilterchainproxyjava orgacegisecurityutilfiltertobeanproxydofilterfiltertobeanproxyjava comatlassianbamboofilterbambooacegiproxyfilterdofilterbambooacegiproxyfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianbamboofilterlicensefilterdofilterlicensefilterjava comatlassiancorefiltersabstract orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianjohnsonfiltersabstractjohnsonfilterdofilterabstractjohnsonfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianseraphfiltersecurityfilterdofiltersecurityfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianseraphfilterbaseloginfilterdofilterbaseloginfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava comatlassianoauthserviceproviderinternalservletoauthfilterdofilteroauthfilterjava comatlassianpluginservletfilterdelegatingpluginfilterdofilterdelegatingpluginfilterjava comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava orgspringframeworkormhibernatesupportopensessioninviewfilterdofilterinternalopensessioninviewfilterjava comatlassianspringfilterflushingspringsessioninviewfilterdofilterinternalflushingspringsessioninviewfilterjava orgspringframeworkwebfilteronceperrequestfilterdofilteronceperrequestfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava complanetjservletfiltercompressioncompressingfilterhandledofiltercompressingfilterjava complanetjservletfiltercompressioncompressingfilterdofiltercompressingfilterjava comatlassianbamboofiltercompressingfilterdofiltercompressingfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianbamboofilterrequestcachethreadlocalfilterdofilterrequestcachethreadlocalfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava comatlassianpluginservletfilteriteratingfilterchaindofilteriteratingfilterchainjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava comatlassianpluginservletfilterservletfiltermodulecontainerfilterdofilterservletfiltermodulecontainerfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava orgspringframeworkwebfiltercharacterencodingfilterdofilterinternalcharacterencodingfilterjava orgspringframeworkwebfilteronceperrequestfilterdofilteronceperrequestfilterjava orgmortbayjettyservletservlethandlercachedchaindofilterservlethandlerjava orgmortbayjettyservletservlethandlerhandleservlethandlerjava orgmortbayjettysecuritysecurityhandlerhandlesecurityhandlerjava orgmortbayjettyservletsessionhandlerhandlesessionhandlerjava orgmortbayjettyhandlercontexthandlerhandlecontexthandlerjava orgmortbayjettywebappwebappcontexthandlewebappcontextjava orgmortbayjettyhandlerhandlerwrapperhandlehandlerwrapperjava orgmortbayjettyserverhandleserverjava orgmortbayjetty orgmortbayjetty orgmortbayjetty orgmortbayjetty orgmortbayjetty orgmortbayjettybiosocketconnectorconnectionrunsocketconnectorjava orgmortbaythreadqueuedthreadpoolpoolthreadrunqueuedthreadpooljava,3
BAM-5187,update builders jdks allow agents,view jdks view builders page needs rewriting mock found trying condense information bug page also needs fixed see screenshot investigate surroundingsimilar pages identify work needs,5
BAM-5189,systembambooagenthome defined agents remote ones,systembambooagenthome needs defined agents otherwise makes running pre post build scripts break,2
BAM-5192,ability delete build working directory suceessful build,add checkbox delete builds working directory build control amount disk space use would excellent incorporated product per plan level,5
BAM-5197,bamboo rest calls cannot find resources directly install,started brand new bamboo home running setup wizard bamboo running builds added new plan status gadget jira got error see screen shot also error could also seen hitting straight rest urls stopped started bamboo resources found happily everything worked notifications affected runs similar code rest calls info qtp accesslogfilter admin error qtp bamboofreemarkermanager error resolving template javaiofilenotfoundexception template freemarkerlibuiftl found freemarkertemplateconfigurationgettemplateconfigurationjava freemarkercoreenvironmentgettemplateforinclusionenvironmentjava freemarkercoreenvironmentgettemplateforimportingenvironmentjava freemarkercoreenvironmentimportlibenvironmentjava freemarkertemplateconfigurationdoautoimportsandincludesconfigurationjava freemarkercoreconfigurabledoautoimportsandincludesconfigurablejava freemarkercoreconfigurabledoautoimportsandincludesconfigurablejava freemarkercoreenvironmentprocessenvironmentjava freemarkertemplatetemplateprocesstemplatejava comatlassianbamboowwbamboofreemarkermanagerrenderpagewithnocontextbamboofreemarkermanagerjava comatlassianbamboowwbamboofreemarkermanagerrenderpagebamboofreemarkermanagerjava comatlassianbamboowwbamboofreemarkermanagerrenderpagebamboofreemarkermanagerjava comatlassianbamboowwbamboofreemarkermanagerrenderbamboofreemarkermanagerjava comatlassianbamboovbuildtriggerdefaulttriggerreasonrenderergetshortdescriptionhtmldefaulttriggerreasonrendererjava comatlassianbambooresultsummaryabstractbuildresultssummarygetreasonsummaryabstractbuildresultssummaryjava comatlassianbamboopluginsrestmodelbuildabstractrestbuildexpandabstractrestbuildjava comatlassianbamboopluginsrestmodelbuildrestbuildexpandrestbuildjava comatlassianbamboopluginsrestmodelbuildrestbuildexpanderexpandinternalrestbuildexpanderjava comatlassianbamboopluginsrestmodelbuildrestbuildexpanderexpandinternalrestbuildexpanderjava comatlassianpluginsrestcommonexpandabstractrecursiveentityexpanderexpandabstractrecursiveentityexpanderjava comatlassianpluginsrestcommonexpandresolvercollectionentityexpanderresolverlistexpanderexpandcollectionentityexpanderresolverjava comatlassianpluginsrestcommonexpandresolvercollectionentityexpanderresolverlistexpanderexpandcollectionentityexpanderresolverjava comatlassianpluginsrestcommonexpandentitycrawlerexpandfieldsentitycrawlerjava comatlassianpluginsrestcommonexpandentitycrawlercrawlentitycrawlerjava comatlassianpluginsrestcommonexpandresolverlistwrapperentityexpanderresolverlistwrapperentityexpanderexpandlistwrapperentityexpanderresolverjava comatlassianpluginsrestcommonexpandresolverlistwrapperentityexpanderresolverlistwrapperentityexpanderexpandlistwrapperentityexpanderresolverjava comatlassianpluginsrestcommonexpandentitycrawlerexpandfieldsentitycrawlerjava comatlassianpluginsrestcommonexpandentitycrawlercrawlentitycrawlerjava comatlassianpluginsrestcommonexpandjerseyexpandresponsefilterfilterexpandresponsefilterjava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyspicontainerservletwebcomponentservicewebcomponentjava comsunjerseyspicontainerservletservletcontainerserviceservletcontainerjava comatlassianpluginsrestmodulerestdelegatingservletfilterjerseyosgiservletcontainerdofilterrestdelegatingservletfilterjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava comatlassianpluginsrestmodulerestdelegatingservletfilterdofilterrestdelegatingservletfilterjava,3
BAM-5213,editing user setting source repository alias causes null pointer exception,assigning repository alias external ldap user throws npe error qtp fiveohoh exception thrown javalangnullpointerexception javautilabstractcollectionaddallabstractcollectionjava comatlassianbamboowwactionsadminuserconfigureuserexecuteconfigureuserjava comatlassianbamboowwactionsadminuserconfigureuserdoupdateexternaluserconfigureuserjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava,3
BAM-5218,downsizing license plans users directed delete old server,user downsize bamboo instance use directed delete plans screen link points bamboo server last export made plans previous server deleted current previous server may still active eligible run unlimited plans screen neon warning displayed base url questioned current hostnameip address,3
BAM-5230,cvs module field doesnt store changes cloning existing build plan,first create build plan using cvs source repository specify module used second create another build plan select clone existing build plan select plan click next change cvs module used click next new plan saved tries initial build notice uses cvs module specified initial build plan instead new one specified workaround abort initial build change module new plans configuration afterwards module set correctly,2
BAM-5244,cannot undo maven pom dependency management,maven plans configured one bamboo instance nightly plans onceaday trigger upgrading set plans use maven dependency management problem dont want regular plans trigger nightly plansas resource intensive remove pom dependency management nightly builds doesnt stop triggered regular plans choice take maven dep management plans well nice lasted way stop maven dependencies crossing plans one build strategy polling plans another single daily build,3
BAM-5277,session timeout refreshing latest status bar causes decorated login screen appear inside page rather taking whole page,attached screenshot happens session timed back forward appears seconds,3
BAM-5281,jira bamboo plugin creates deadlock jira bamboo applications starting tomcat server,steps reproduce deploy jira war tomcat deploy bamboo war tomcat configure everything normally start jira default configuration create tst project start bamboo express installation jira configure bamboo server bamboo app shutdown tomcat restart tomcat bamboo gets far quote info main bamboosmackclient server specified bambo smack client initiated info main bamboocontainer registered event listener completedbuildnotificationeventlistener info main bamboocontainer registered event listener afterxfailednotificationlistener info main bamboocontainer registered event listener buildcommentednotificationlistener info main bamboocontainer registered event listener buildhungnotificationlistener info main bamboocontainer registered event listener buildqueuetimeoutnotificationlistener info main bamboocontainer registered event listener legacynotificationeventlistener info main bamboocontainer registered event listener builderrornotificationlistener info main bamboocontainer registered event listener buildmissingcapableagentnotificationlistener info main bamboocontainer registered event listener serverstartedeventlistener info main bamboocontainer initialising builds info main bamboocontainer checking build repository configurations info main bamboocontainer bamboo version initialised info main bamboocontainer using bamboohome usersmtokarsupportjspbamboohome info main accesslogfilter accesslogfilter initialized format user url starting memory free difference free mem query time info main bamboo orgtuckeywebfiltersurlrewriteutilslog error loglevelconf null info main bamboo orgtuckeywebfiltersurlrewriteurlrewritefilter info loaded conf info main bamboo compressingfilter compressingfilter initialized quote jira initialisation gets far quote database configuration database configuration loading entityenginexml fileusersmtokarsupportjspapachetomcatwebappsjirawebinfclassesentityenginexml entity model data source name defaultds entity model field type name hsql entity model schema name public database version hsql database engine database driver hsql database engine driver database url jdbchsqldbusersmtokarsupportjspatlassianjiraenterprisedatabasejiradb database jndi address javacompenvjdbcjirads quote tomcat logs show tomcat hung plugins system initialised quote comatlassianpluginosgifactoryunrecognizedmoduledescriptorservicetrackercustomizer addingservice info turned plugin module comatlassianstreamsstreamsjirapluginstreamsactivityprovider module comatlassianstreamsstreamsjirapluginstreamsactivityprovider null comatlassianpluginloadersscanningpluginloader loadallplugins info plugins found deployed comatlassianpluginmanagerdefaultpluginmanager init info plugin system started quote neither jira bamboo webapps accessed browser thread dump tomcat shows following stack trace quote thread state innative javanetsocketinputstreamsocketreadjavaiofiledescriptor byte int int int bci interpreted frame javanetsocketinputstreamreadbyte int int bci line interpreted frame javaiobufferedinputstreamfill bci line compiled frame javaiobufferedinputstreamread bci line compiled frame orgapachecommons bci line interpreted frame orgapachecommons javalangstring bci line interpreted frame orgapachecommons bci line interpreted frame orgapachecommons bci line interpreted frame orgapachecommons orgapachecommons bci line interpreted frame orgapachecommons orgapachecommons bci line interpreted frame orgapachecommons orgapachecommons bci line interpreted frame orgapachecommons bci line interpreted frame orgapachecommons bci line interpreted frame orgapachecommons orgapachecommons orgapachecommons bci line interpreted frame orgapachecommons bci line interpreted frame comatlassianjirapluginextbamboobambooservermanagerimplisgadgetavailablejavaneturi bci line interpreted frame comatlassianjirapluginextbamboobambooservermanagerimpladdgadgetsforservercomatlassianjirapluginextbambooservicebambooserver bci line interpreted frame comatlassianjirapluginextbamboobambooservermanagerimplstart bci line interpreted frame comatlassiansaljiralifecyclejiralifecyclemanagernotifyonstart bci line interpreted frame comatlassiansalcorelifecycledefaultlifecyclemanagerstart bci line interpreted frame comatlassiansaljiralifecyclejiralifecyclemanageronjirastartcomatlassianjiraextensionjirastartedevent bci line interpreted frame quote deadlock bamboo somewhat started responding http requests jira started plugins starting jira bamboo plugin code tries eagerly instantiate something bambooservermanagerimpljava code protected boolean isgadgetavailableuri uri headmethod method new headmethoduritostring try return methodgetstatuscode catchioexception return false finally methodreleaseconnection code jira waiting bamboo respond fixed attempted http connection least sensible timeout seconds gives moves along instantiate things startup plugin different point lifecycle,5
BAM-5287,name change build plan security aware broke nant plugin,error main defaultpluginmanager error loading descriptor view ncover result plugin comatlassianbamboopluginbuildernant disabling javalangnoclassdeffounderror comatlassianbamboowwawarepermissionsbuildreadsecurityaware javalangclassloaderdefineclassnative method javalangclassloaderdefineclassclassloaderjava javasecuritysecureclassloaderdefineclasssecureclassloaderjava orgapachecatalinaloaderwebappclassloaderfindclassinternalwebappclassloaderjava orgapachecatalinaloaderwebappclassloaderfindclasswebappclassloaderjava orgapachecatalinaloaderwebappclassloaderloadclasswebappclassloaderjava orgapachecatalinaloaderwebappclassloaderloadclasswebappclassloaderjava comopensymphonyutilclassloaderutilloadclassclassloaderutiljava comopensymphonyxworkobjectfactorygetclassinstanceobjectfactoryjava comopensymphonyxworkspringspringobjectfactorygetclassinstancespringobjectfactoryjava comopensymphonyxworkspringspringobjectfactorybuildbeanspringobjectfactoryjava comopensymphonyxworkobjectfactorybuildactionobjectfactoryjava comatlassianbamboopluginxworkpluginawareobjectfactorybuildactionpluginawareobjectfactoryjava comatlassianbamboopluginxworkxworkmoduledescriptoraddactionxworkmoduledescriptorjava comatlassianbamboopluginxworkxworkmoduledescriptorgetpackagesxworkmoduledescriptorjava comatlassianbamboopluginxworkxworkmoduledescriptorgetpackagesxworkmoduledescriptorjava comatlassianbamboopluginxworkxworkmoduledescriptorinitxworkmoduledescriptorjava comopensymphonyxworkconfigimpldefaultconfigurationreloaddefaultconfigurationjava comatlassianbamboopluginxworkxworkmoduledescriptorenabledxworkmoduledescriptorjava comatlassianpluginmanagerdefaultpluginmanagernotifymoduleenableddefaultpluginmanagerjava comatlassianpluginmanagerdefaultpluginmanagerenablepluginmodulesdefaultpluginmanagerjava comatlassianpluginmanagerdefaultpluginmanageraddpluginsdefaultpluginmanagerjava comatlassianpluginmanagerdefaultpluginmanagerinitdefaultpluginmanagerjava comatlassianbamboocontainerbamboocontainerinitbamboocontainerjava comatlassianbamboocontainerbamboocontainerinitialisebamboocontainerjava comatlassianbambooupgradeupgradelauncherinitialisebamboocontainerupgradelauncherjava comatlassianbambooupgradeupgradelauncherupgradeandstartbambooupgradelauncherjava comatlassianbambooupgradeupgradelaunchercontextinitializedupgradelauncherjava orgapachecatalinacorestandardcontextlistenerstartstandardcontextjava orgapachecatalinacorestandardcontextstartstandardcontextjava orgapachecatalinacorecontainerbaseaddchildinternalcontainerbasejava orgapachecatalinacorecontainerbaseaddchildcontainerbasejava orgapachecatalinacorestandardhostaddchildstandardhostjava orgapachecatalinastartuphostconfigdeploydirectoryhostconfigjava orgapachecatalinastartuphostconfigdeploydirectorieshostconfigjava orgapachecatalinastartuphostconfigdeployappshostconfigjava orgapachecatalinastartuphostconfigstarthostconfigjava orgapachecatalinastartuphostconfiglifecycleeventhostconfigjava orgapachecatalinautillifecyclesupportfirelifecycleeventlifecyclesupportjava orgapachecatalinacorecontainerbasestartcontainerbasejava orgapachecatalinacorestandardhoststartstandardhostjava orgapachecatalinacorecontainerbasestartcontainerbasejava orgapachecatalinacorestandardenginestartstandardenginejava orgapachecatalinacorestandardservicestartstandardservicejava orgapachecatalinacorestandardserverstartstandardserverjava orgapachecatalinastartupcatalinastartcatalinajava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgapachecatalinastartupbootstrapstartbootstrapjava orgapachecatalinastartupbootstrapmainbootstrapjava,1
BAM-5296,differences implementation buildresultssummary cause labels duplicated related builds date tab jira bamboo plugin,see buildresultssummarydocument buildresultssummaryimpl getlabelnames,3
BAM-5317,delete multiple agents simultaneously,lab manager plugin pollutes agent space thousands agents deregister properly ruins performance affected product plans agent capabilities please implement way delete inactive agents,5
