issuekey,title,description,storypoint
MESOS-2367,improve slave resiliency face orphan containers,right theres case misbehaving executor cause slave process flap paneltitlequote jieyu quote user tries kill instance slave sends killtaskmessage executor executor sends kill signals task processes executor sends taskkilled slave slave updates container cpu limit cpus userprocess still processing kill signal task process cannot exit since little cpu share throttled executor terminates slave tries destroy container cannot userprocess stuck exit path slave restarts constantly flapping cannot kill orphan containers quote panel slaves orphan container handling improved deal case despite illbehaved users framework writers,5
MESOS-2372,test script verifying compatibility mesos components,current unitintegration test suite catches functional bugs doesnt catch compatibility bugs mesos really crucial provide operators ability seamless upgrades live clusters test suite framework ideally running vetting review tests upgrade paths master slave scheduler executor,2
MESOS-2373,drfsorter needs distinguish resources different slaves,currently drfsorter aggregates total allocated resources across multiple slaves works scalar resources need distinguish resources different slaves suppose slaves framework framework allocated resources slaves code resources slaveresources resourcesparsecpusmemportsget drfsorter sorter sorteraddslaveresources add slave resources sorteraddslaveresources add slave resources total resources sorter point cpus mem ports scalar resources get aggregated correctly ports sorteraddf calls allocated works simply allocationname resources without checking resources available total sorterallocatedf slaveresources sorterallocatedf slaveresources point sorterallocationf cpus mem ports code provide context issue came trying reserve unreserved resources every offer code const offer offer offers resources unreserved offerresourcesunreserved resources reserved unreservedflattenrole resourceframework offeroperation reserve reservesettypeofferoperationreserve reservemutablereservemutableresourcescopyfromreserved driveracceptoffersofferid reserve code suppose slave resources quote slave cpus mem ports slave cpus mem ports quote initial incorrect total resources drfsorter quote cpus mem ports quote receive offers slave quote offer cpus mem ports offer cpus mem ports quote point resources allocated framework quote cpus mem ports quote first reserve operation offer allocated resources framework becomes quote cpus mem cpusrole memrole portsrole quote second reserve operation offer codetitlehierarchicalallocatorprocessupdateallocation frameworksorter frameworksorter frameworksortersframeworksframeworkidrole resources allocation frameworksorterallocationframeworkidvalue update allocated resources tryresources updatedallocation allocationapplyoperations checksomeupdatedallocation code allocation code quote cpus mem cpusrole memrole portsrole quote try apply reserve operation fail find ports leads check fail checksomeupdatedallocation,2
MESOS-2382,replace unsafe find xargs find exec,problem exists srcmakefileam srctestsballoonframeworktestsh current find xargs makefile could potentially destroy data mesos source folder space name reason checkout mesos mesos command srcmakefileam would turn find xargs nul delimited find print xargs safer execution replaced find buildin option find exec behaves similar xargs second occurrence test script though case would rmdir empty folders less critical submitted,1
MESOS-2387,slavetesttasklaunchcontainerizerupdatefails flaky,observed internal code run slavetesttasklaunchcontainerizerupdatefails using temporary directory tmpslavetesttasklaunchcontainerizerupdatefailstujtci processcpp dropped lost event pid slave leveldbcpp opened leveldbcpp compacted leveldbcpp created iterator leveldbcpp seeked beginning leveldbcpp iterated keys replicacpp replica recovered log positions holes unlearned recovercpp starting replica recovery recovercpp replica status replicacpp replica status received broadcasted recover request recovercpp received recover response replica status recovercpp updating replica status mastercpp master centos started mastercpp master allowing authenticated frameworks register mastercpp master allowing authenticated slaves register credentialshpp loading credentials authentication tmpslavetesttasklaunchcontainerizerupdatefailstujtcicredentials mastercpp authorization enabled hierarchicalhpp initialized hierarchical allocator process whitelistwatchercpp whitelist given mastercpp newly elected leader master mastercpp elected leading master mastercpp recovering registrar registrarcpp recovering registrar leveldbcpp persisting metadata bytes leveldb took replicacpp persisted replica status recovercpp replica status replicacpp replica status received broadcasted recover request recovercpp received recover response replica status recovercpp updating replica status leveldbcpp persisting metadata bytes leveldb took replicacpp persisted replica status recovercpp successfully joined paxos group recovercpp recover process terminated logcpp attempting start writer replicacpp replica received implicit promise request proposal leveldbcpp persisting metadata bytes leveldb took replicacpp persisted promised coordinatorcpp coordinator attemping fill missing position replicacpp replica received explicit promise request position proposal leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received write request position leveldbcpp reading position leveldb took leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position logcpp writer started ending position leveldbcpp reading position leveldb took registrarcpp successfully fetched registry registrarcpp applied operations attempting update registry logcpp attempting append bytes log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position registrarcpp successfully updated registry registrarcpp successfully recovered registrar logcpp attempting truncate log mastercpp recovered slaves registry allowing mins slaves reregister coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took leveldbcpp deleting keys leveldb took replicacpp persisted action replicacpp replica learned action position slavecpp slave started credentialshpp loading credential authentication tmpslavetesttasklaunchcontainerizerupdatefailsqkhajpcredential slavecpp slave using credential testprincipal slavecpp slave resources cpus mem disk ports slavecpp slave hostname centos slavecpp slave checkpoint false slavecpp disabling checkpointing deprecated checkpoint flag removed future release please avoid using flag statecpp recovering state tmpslavetesttasklaunchcontainerizerupdatefailsqkhajpmeta statusupdatemanagercpp recovering status update manager slavecpp finished recovery slavecpp new master detected master slavecpp authenticating master master slavecpp using default crammd authenticatee slavecpp detecting new master statusupdatemanagercpp pausing sending status updates authenticateehpp creating new client sasl connection mastercpp authenticating slave mastercpp using default crammd authenticator authenticatorhpp creating new server sasl connection authenticateehpp received sasl authentication mechanisms crammd authenticateehpp attempting authenticate mechanism crammd authenticatorhpp received sasl authentication start authenticatorhpp authentication requires steps authenticateehpp received sasl authentication step authenticatorhpp received sasl authentication step auxpropcpp request lookup properties user testprincipal realm centos server fqdn centos saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid false auxpropcpp looking auxiliary property userpassword auxpropcpp looking auxiliary property cmusaslsecretcrammd auxpropcpp request lookup properties user testprincipal realm centos server fqdn centos saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid true auxpropcpp skipping auxiliary property userpassword since saslauxpropauthzid true auxpropcpp skipping auxiliary property cmusaslsecretcrammd since saslauxpropauthzid true authenticatorhpp authentication success authenticateehpp authentication success mastercpp successfully authenticated principal testprincipal slave slavecpp successfully authenticated master master slavecpp retry registration necessary mastercpp registering slave slave centos registrarcpp applied operations attempting update registry logcpp attempting append bytes log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position schedcpp version schedcpp new master detected master schedcpp authenticating master master schedcpp using default crammd authenticatee authenticateehpp creating new client sasl connection mastercpp authenticating schedulerdccedecaaa mastercpp using default crammd authenticator authenticatorhpp creating new server sasl connection authenticateehpp received sasl authentication mechanisms crammd authenticateehpp attempting authenticate mechanism crammd authenticatorhpp received sasl authentication start authenticatorhpp authentication requires steps authenticateehpp received sasl authentication step authenticatorhpp received sasl authentication step auxpropcpp request lookup properties user testprincipal realm centos server fqdn centos saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid false auxpropcpp looking auxiliary property userpassword auxpropcpp looking auxiliary property cmusaslsecretcrammd auxpropcpp request lookup properties user testprincipal realm centos server fqdn centos saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid true auxpropcpp skipping auxiliary property userpassword since saslauxpropauthzid true auxpropcpp skipping auxiliary property cmusaslsecretcrammd since saslauxpropauthzid true authenticatorhpp authentication success authenticateehpp authentication success mastercpp successfully authenticated principal testprincipal schedulerdccedecaaa schedcpp successfully authenticated master master schedcpp sending registration request master schedcpp retry registration secs necessary mastercpp received registration request framework default schedulerdccedecaaa mastercpp authorizing framework principal testprincipal receive offers role mastercpp registering framework default schedulerdccedecaaa hierarchicalhpp added framework hierarchicalhpp resources available allocate hierarchicalhpp performed allocation slaves schedcpp framework registered schedcpp schedulerregistered took slavecpp retry registration necessary mastercpp ignoring register slave message slave centos admission already progress leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position slavecpp retry registration necessary mastercpp ignoring register slave message slave centos admission already progress leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position registrarcpp successfully updated registry logcpp attempting truncate log mastercpp registered slave slave centos cpus mem disk ports coordinatorcpp coordinator attempting write action position hierarchicalhpp added slave centos cpus mem disk ports cpus mem disk ports available hierarchicalhpp performed allocation slave slavecpp registered master master given slave slavecpp received ping slaveobserver mastercpp sending offers framework default schedulerdccedecaaa statusupdatemanagercpp resuming sending status updates schedcpp schedulerresourceoffers took mastercpp processing accept call offers slave slave centos framework default schedulerdccedecaaa mastercpp authorizing framework principal testprincipal launch task user jenkins validationcpp executor default task uses less cpus none minimum required please update executor mandatory future releases validationcpp executor default task uses less memory none minimum required please update executor mandatory future releases masterhpp adding task resources cpus mem slave centos mastercpp launching task framework default schedulerdccedecaaa resources cpus mem slave slave centos replicacpp replica received write request position slavecpp got assigned task framework slavecpp launching task framework slavecpp launching executor default framework work directory tmpslavetesttasklaunchcontainerizerupdatefailsqkhajpslavessframeworksexecutorsdefaultrunsbfffbfbafab execcpp version slavecpp queuing task execut,1
MESOS-2388,grouptestlabelledgroup segfaults,observed internal sure due grouptestlabelledgroup earlier test code zookeepertestservercpp shutting zookeepertestserver port grouptestretryableerrors run grouptestlabelledgroup makefile recipe target checklocal failed make checklocal segmentation fault core dumped code,2
MESOS-2391,provide user doc new posix disk isolator mesos containerizer,introduced posix disk isolator mesos containerizer isolator allows get container disk usage well enforcing container disk quota based need document feature,2
MESOS-2392,rate limit slaves removals master recovery,much like rate limit slave removals common path mesos need rate limit slave removals occur master recovery master recovers using strict registry slaves reregister within timeout removed currently safeguard place abort many slaves reregistered however case transient partition dont want remove large sections slaves without rate limiting,3
MESOS-2394,create styleguide documentation,right different pages documentation use quite different styles consider example different emphasis note noformat note noformatnote noformat would great establish common style documentation,2
MESOS-2400,improve nstestrootsetns,use symbol name directly launch subprocess instead hardcoded string replaced static string char,1
MESOS-2401,mastertestshutdownframeworkwhiletaskrunning flaky,looks like executorshutdowntimeout called immediately executorshutdown called code run mastertestshutdownframeworkwhiletaskrunning using temporary directory tmpmastertestshutdownframeworkwhiletaskrunningsbdvk leveldbcpp opened leveldbcpp compacted leveldbcpp created iterator leveldbcpp seeked beginning leveldbcpp iterated keys replicacpp replica recovered log positions holes unlearned recovercpp starting replica recovery recovercpp replica status replicacpp replica status received broadcasted recover request recovercpp received recover response replica status recovercpp updating replica status leveldbcpp persisting metadata bytes leveldb took replicacpp persisted replica status recovercpp replica status replicacpp replica status received broadcasted recover request recovercpp received recover response replica status recovercpp updating replica status leveldbcpp persisting metadata bytes leveldb took replicacpp persisted replica status recovercpp successfully joined paxos group recovercpp recover process terminated mastercpp master fedora started mastercpp master allowing authenticated frameworks register mastercpp master allowing authenticated slaves register credentialshpp loading credentials authentication tmpmastertestshutdownframeworkwhiletaskrunningsbdvkcredentials mastercpp authorization enabled hierarchicalhpp initialized hierarchical allocator process whitelistwatchercpp whitelist given mastercpp newly elected leader master mastercpp elected leading master mastercpp recovering registrar registrarcpp recovering registrar logcpp attempting start writer replicacpp replica received implicit promise request proposal leveldbcpp persisting metadata bytes leveldb took replicacpp persisted promised processcpp dropped lost event pid hierarchicalallocator coordinatorcpp coordinator attemping fill missing position replicacpp replica received explicit promise request position proposal leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received write request position leveldbcpp reading position leveldb took leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position logcpp writer started ending position leveldbcpp reading position leveldb took registrarcpp successfully fetched registry registrarcpp applied operations attempting update registry logcpp attempting append bytes log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position registrarcpp successfully updated registry logcpp attempting truncate log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action registrarcpp successfully recovered registrar mastercpp recovered slaves registry allowing mins slaves reregister replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took leveldbcpp deleting keys leveldb took replicacpp persisted action replicacpp replica learned action position slavecpp slave started credentialshpp loading credential authentication tmpmastertestshutdownframeworkwhiletaskrunninglrugmscredential slavecpp slave using credential testprincipal slavecpp slave resources cpus mem disk ports slavecpp slave hostname fedora slavecpp slave checkpoint false slavecpp disabling checkpointing deprecated checkpoint flag removed future release please avoid using flag statecpp recovering state tmpmastertestshutdownframeworkwhiletaskrunninglrugmsmeta statusupdatemanagercpp recovering status update manager slavecpp finished recovery statusupdatemanagercpp pausing sending status updates slavecpp new master detected master slavecpp authenticating master master slavecpp using default crammd authenticatee authenticateehpp creating new client sasl connection slavecpp detecting new master mastercpp authenticating slave mastercpp using default crammd authenticator authenticatorhpp creating new server sasl connection authenticateehpp received sasl authentication mechanisms crammd authenticateehpp attempting authenticate mechanism crammd authenticatorhpp received sasl authentication start authenticatorhpp authentication requires steps authenticateehpp received sasl authentication step authenticatorhpp received sasl authentication step auxpropcpp request lookup properties user testprincipal realm fedora server fqdn fedora saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid false auxpropcpp looking auxiliary property userpassword auxpropcpp looking auxiliary property cmusaslsecretcrammd auxpropcpp request lookup properties user testprincipal realm fedora server fqdn fedora saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid true auxpropcpp skipping auxiliary property userpassword since saslauxpropauthzid true auxpropcpp skipping auxiliary property cmusaslsecretcrammd since saslauxpropauthzid true authenticatorhpp authentication success authenticateehpp authentication success mastercpp successfully authenticated principal testprincipal slave slavecpp successfully authenticated master master mastercpp registering slave slave fedora registrarcpp applied operations attempting update registry logcpp attempting append bytes log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position slavecpp retry registration necessary leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position mastercpp ignoring register slave message slave fedora admission already progress slavecpp retry registration necessary registrarcpp successfully updated registry mastercpp registered slave slave fedora cpus mem disk ports hierarchicalhpp added slave fedora cpus mem disk ports cpus mem disk ports available hierarchicalhpp resources available allocate hierarchicalhpp performed allocation slave slavecpp registered master master given slave slavecpp received ping slaveobserver statusupdatemanagercpp resuming sending status updates logcpp attempting truncate log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took leveldbcpp deleting keys leveldb took replicacpp persisted action replicacpp replica learned action position schedcpp version schedcpp new master detected master schedcpp authenticating master master schedcpp using default crammd authenticatee authenticateehpp creating new client sasl connection processcpp dropped lost event pid schedulerbbbcbcdabdbcadf mastercpp authenticating schedulerfcebffcee mastercpp using default crammd authenticator authenticatorhpp creating new server sasl connection authenticateehpp received sasl authentication mechanisms crammd authenticateehpp attempting authenticate mechanism crammd authenticatorhpp received sasl authentication start authenticatorhpp authentication requires steps authenticateehpp received sasl authentication step authenticatorhpp received sasl authentication step auxpropcpp request lookup properties user testprincipal realm fedora server fqdn fedora saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid false auxpropcpp looking auxiliary property userpassword auxpropcpp looking auxiliary property cmusaslsecretcrammd auxpropcpp request lookup properties user testprincipal realm fedora server fqdn fedora saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid true auxpropcpp skipping auxiliary property userpassword since saslauxpropauthzid true auxpropcpp skipping auxiliary property cmusaslsecretcrammd since saslauxpropauthzid true authenticatorhpp authentication success authenticateehpp authentication success schedcpp successfully authenticated master master mastercpp successfully authenticated principal testprincipal schedulerfcebffcee schedcpp sending registration request master schedcpp retry registration secs necessary mastercpp received registration request framework default schedulerfcebffcee mastercpp authorizing framework principal testprincipal receive offers role mastercpp registering framework default schedulerfcebffcee hierarchicalhpp added framework hierarchicalhpp performed allocation slaves schedcpp framework registered schedcpp schedulerregistered took mastercpp sending offers framework default schedulerfcebffcee schedcpp schedulerresourceoffers took mastercpp processing accept call offers slave slave fedora framework default schedulerfcebffcee mastercpp authorizing framework principal testprincipal launch task user jenkins validationcpp executor default task uses less cpus none minimum required please update executor mandatory future releases validationcpp executor default task uses less memory none minimum required please update executor mandatory future releases masterhpp adding task resources cpus mem disk ports slave fedora mastercpp launching task framework default schedulerfcebffcee resources cpus mem disk ports slave slave fedora slavecpp got ass,1
MESOS-2402,mesoscontainerizerdestroytestlauncherdestroyfailure flaky,failed osexecvpe childmain never seen one code run mesoscontainerizerdestroytestlauncherdestroyfailure using temporary directory tmpmesoscontainerizerdestroytestlauncherdestroyfailureqpjqen containerizercpp starting container testcontainer executor executor framework launchercpp forked child pid container testcontainer abort srcsubprocesscpp failed osexecvpe childmain aborted unix time try date using gnu date xbcdbd unknown processcpp dropped lost event pid schedulerdacfbafce containerizercpp destroying container testcontainer sigabrt xebc received pid tid xbff pid stack trace xbccb unknown xbcdbd unknown xbcdeb unknown abort xbfb processchildmain containerizercpp executor container testcontainer exited processcpp handling http event process metrics path metricssnapshot testscontainerizertestscpp failure value metricsvaluescontainerizermesoscontainerdestroyerrors actual byte object expected failed mesoscontainerizerdestroytestlauncherdestroyfailure code,2
MESOS-2403,masterallocatortestframeworkreregistersfirst flaky,code run masterallocatortestframeworkreregistersfirst using temporary directory tmpmasterallocatortestframeworkreregistersfirstvynml leveldbcpp opened processcpp dropped lost event pid slave leveldbcpp compacted leveldbcpp created iterator leveldbcpp seeked beginning leveldbcpp iterated keys replicacpp replica recovered log positions holes unlearned recovercpp starting replica recovery recovercpp replica status replicacpp replica status received broadcasted recover request recovercpp received recover response replica status recovercpp updating replica status mastercpp master pomonaapacheorg started leveldbcpp persisting metadata bytes leveldb took replicacpp persisted replica status mastercpp master allowing authenticated frameworks register mastercpp master allowing authenticated slaves register credentialshpp loading credentials authentication tmpmasterallocatortestframeworkreregistersfirstvynmlcredentials recovercpp replica status mastercpp authorization enabled whitelistwatchercpp whitelist given hierarchicalhpp initialized hierarchical allocator process replicacpp replica status received broadcasted recover request mastercpp newly elected leader master mastercpp elected leading master mastercpp recovering registrar registrarcpp recovering registrar recovercpp received recover response replica status recovercpp updating replica status leveldbcpp persisting metadata bytes leveldb took replicacpp persisted replica status recovercpp successfully joined paxos group recovercpp recover process terminated logcpp attempting start writer replicacpp replica received implicit promise request proposal leveldbcpp persisting metadata bytes leveldb took replicacpp persisted promised coordinatorcpp coordinator attemping fill missing position replicacpp replica received explicit promise request position proposal leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received write request position leveldbcpp reading position leveldb took leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position logcpp writer started ending position leveldbcpp reading position leveldb took registrarcpp successfully fetched registry registrarcpp applied operations attempting update registry logcpp attempting append bytes log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position registrarcpp successfully updated registry registrarcpp successfully recovered registrar logcpp attempting truncate log coordinatorcpp coordinator attempting write action position mastercpp recovered slaves registry allowing mins slaves reregister replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took leveldbcpp deleting keys leveldb took replicacpp persisted action replicacpp replica learned action position slavecpp slave started credentialshpp loading credential authentication tmpmasterallocatortestframeworkreregistersfirstikvxqmcredential slavecpp slave using credential testprincipal slavecpp slave resources cpus mem diske ports slavecpp slave hostname pomonaapacheorg slavecpp slave checkpoint false slavecpp disabling checkpointing deprecated checkpoint flag removed future release please avoid using flag statecpp recovering state tmpmasterallocatortestframeworkreregistersfirstikvxqmmeta statusupdatemanagercpp recovering status update manager slavecpp finished recovery statusupdatemanagercpp pausing sending status updates slavecpp new master detected master slavecpp authenticating master master slavecpp using default crammd authenticatee slavecpp detecting new master authenticateehpp creating new client sasl connection mastercpp authenticating slave mastercpp using default crammd authenticator authenticatorhpp creating new server sasl connection authenticateehpp received sasl authentication mechanisms crammd authenticateehpp attempting authenticate mechanism crammd authenticatorhpp received sasl authentication start authenticatorhpp authentication requires steps authenticateehpp received sasl authentication step authenticatorhpp received sasl authentication step auxpropcpp request lookup properties user testprincipal realm pomonaapacheorg server fqdn pomonaapacheorg saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid false auxpropcpp looking auxiliary property userpassword auxpropcpp looking auxiliary property cmusaslsecretcrammd auxpropcpp request lookup properties user testprincipal realm pomonaapacheorg server fqdn pomonaapacheorg saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid true auxpropcpp skipping auxiliary property userpassword since saslauxpropauthzid true auxpropcpp skipping auxiliary property cmusaslsecretcrammd since saslauxpropauthzid true authenticatorhpp authentication success schedcpp version authenticateehpp authentication success mastercpp successfully authenticated principal testprincipal slave schedcpp new master detected master schedcpp authenticating master master schedcpp using default crammd authenticatee slavecpp successfully authenticated master master authenticateehpp creating new client sasl connection slavecpp retry registration necessary mastercpp registering slave slave pomonaapacheorg mastercpp authenticating scheduleraccaefaabbff mastercpp using default crammd authenticator registrarcpp applied operations attempting update registry authenticatorhpp creating new server sasl connection authenticateehpp received sasl authentication mechanisms crammd authenticateehpp attempting authenticate mechanism crammd authenticatorhpp received sasl authentication start authenticatorhpp authentication requires steps authenticateehpp received sasl authentication step authenticatorhpp received sasl authentication step auxpropcpp request lookup properties user testprincipal realm pomonaapacheorg server fqdn pomonaapacheorg saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid false auxpropcpp looking auxiliary property userpassword auxpropcpp looking auxiliary property cmusaslsecretcrammd slavecpp retry registration necessary auxpropcpp request lookup properties user testprincipal realm pomonaapacheorg server fqdn pomonaapacheorg saslauxpropverifyagainsthash false saslauxpropoverride false saslauxpropauthzid true auxpropcpp skipping auxiliary property userpassword since saslauxpropauthzid true auxpropcpp skipping auxiliary property cmusaslsecretcrammd since saslauxpropauthzid true authenticatorhpp authentication success mastercpp ignoring register slave message slave pomonaapacheorg admission already progress authenticateehpp authentication success mastercpp successfully authenticated principal testprincipal scheduleraccaefaabbff schedcpp successfully authenticated master master schedcpp sending registration request master schedcpp retry registration necessary mastercpp received registration request framework default scheduleraccaefaabbff mastercpp authorizing framework principal testprincipal receive offers role mastercpp registering framework default scheduleraccaefaabbff hierarchicalhpp added framework hierarchicalhpp resources available allocate hierarchicalhpp performed allocation slaves schedcpp framework registered schedcpp schedulerregistered took logcpp attempting append bytes log coordinatorcpp coordinator attempting write action position replicacpp replica received write request position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica received learned notice position leveldbcpp persisting action bytes leveldb took replicacpp persisted action replicacpp replica learned action position registrarcpp successfully updated registry logcpp attempting truncate log coordinatorcpp coordinator attempting write action position slavecpp received ping slaveobserver slavecpp registered master master given slave mastercpp registered slave slave pomonaapacheorg cpus mem diske ports statusupdatemanagercpp resuming sending status updates hierarchicalhpp added slave pomonaapacheorg cpus mem diske ports cpus mem diske ports available replicacpp replica received write request position hierarchicalhpp performed allocation slave leveldbcpp persisting action bytes leveldb took replicacpp persisted action mastercpp sending offers framework default scheduleraccaefaabbff replicacpp replica received learned notice position schedcpp schedulerresourceoffers took leveldbcpp persisting action bytes leveldb took leveldbcpp deleting keys leveldb took replicacpp persisted action replicacpp replica learned action position mastercpp processing accept call offers slave slave pomonaapacheorg framework default scheduleraccaefaabbff mastercpp authorizing framework principal testprincipal launch task user jenkins validationcpp executor default task uses less cpus none minimum required please update executor mandatory future releases validationcpp executor default task uses less memory none minimum required please update executor mandatory future releases masterhpp adding task resources cpus mem slave pomonaapacheorg mastercpp launching task framework default scheduleraccaefaabbff resources cpus mem slave slave pomonaapacheorg slavecpp got assigned task framework hierarchicalhpp recovered cpus mem diske ports total allocatable cpus mem,2
MESOS-2404,add example framework test persistent volumes,serves two purposes testing new persistence feature served example others use new feature,3
MESOS-2408,slave garbage collect released persistent volumes,tricky case persistence reused persistent volume destroyed explicitly framework master deletes information volume mean master longer ability check persistence reused reject later attempt slave side well use policy remove directories associated deleted persistent volumes similar sandboxes means persistent volume directory wont deleted immediately volume destroyed framework explicitly persistence reused well see persistent volume still exists need cancel directory similar cancel meta directories runtask,5
MESOS-2427,add java binding acceptoffers api,introduced new acceptoffers api driver need provide java binding api well,2
MESOS-2428,add python bindings acceptoffers api,introduced new acceptoffers api driver need provide python binding api well,2
MESOS-2438,improve support streaming http responses libprocess,currently libprocess supports pipe construct streaming responses code struct response either provide body absolute path file pipe streaming response distinguish cases using type body uses body body response may encoded using gzip efficiency contentencoding already specified path attempts perform sendfile operation file found path pipe splices data pipe using transferencodingchunked note read end pipe closed libprocess either write end closed socket data spliced closed nobody listening longer cause writes pipe generate sigpipe terminate program unless explicitly ignore handle cases body path pipe expected properly specify contenttype header contentlength transferencoding headers filled enum none body path pipe type code interface low level difficult program connection closure signaled sigpipe difficult callers deal must suppress sigpipe locally globally order get epipe instead pipes generally interprocess communication pipe finite size blocking pipe caller must deal blocking pipes buffer limit exceeded nonblocking pipe caller must deal retrying write well want consider use cases sending streaming data making request data returned streaming manner making request request content streaming ticket focus required http api,8
MESOS-2447,mesos replicated log log action type name,regression introduced internal namespace refactor master noformat replicacpp replica learned append action position noformat master noformat replicacpp replica learned action position noformat,1
MESOS-2452,recovered executor directory points meta directory,bug introduced review runstatedirectory points metadata directory would cause posixdiskisolator report incorrect disk usages slave recovery also need test test slave recovery path posixdiskisolator,2
MESOS-2454,add support procselfmountinfo linux,procselfmountinfo provides mount information specific calling process includes information optional fields describing mount propagation sharedslave mounts initially add linuxfs perhaps move existing users mounttable use mountinfo deprecating removing mostly entirely redundant code,3
MESOS-2455,add operator endpoints createdestroy persistent volumes,persistent volumes released automatically probably need endpoint operators forcefully release persistent volumes probably need add principal persistence struct use acls control release additionally would useful endpoint operators create persistent volumes,3
MESOS-2461,slave provide details processes running cgroups,slave optionally put cgroups list subsystems monitoring memory cpu see slave flag slavesubsystems currently refuses start processes cgroups could another slave subprocess started previous slave logs pids processes improve log details processes suggest least process command uid running perhaps start time,1
MESOS-2462,add option subprocess set death signal forked child,currently children forked slave including subprocess continue running slave exits processes including helper processes like fetcher perf wed like terminated slave exits add support subprocess optionally set deathsig child setting sigterm would mean child would get sigterm slave terminates done forking prsetdeathsig see man prctl preserved exec call,3
MESOS-2464,authentication failure may lead slave crash,slave authentication fails following attempt transmit unregisterslavemessage may cause crash within slave noformat slavecpp master master refused authentication slavecpp master refused authentication unregistering shutting libprotobuf fatal googleprotobufmessagelitecc check failed isinitialized cant serialize message type mesosinternalunregisterslavemessage missing required fields slaveidvalue libprocess slave terminating due check failed isinitialized cant serialize message type mesosinternalunregisterslavemessage missing required fields slaveidvalue noformat problem following code noformat unregisterslavemessage message messagemutableslaveidmergefrominfoid noformat authentication happens registration infoid optional member slaveinfo known yet set later registering slaveid remain unset,1
MESOS-2466,write documentation libprocess environment variables,libprocess uses set environment variables modify behaviour however variables documented anywhere defined documentation would needed decision whether environment variables documented new doc file reusing existing one add documentation searching code variables need documented libprocessip libprocessport libprocessadvertiseip libprocessadvertiseport,2
MESOS-2467,allow resources flag take json,currently used customized format resources flag introduce stuffs persistence reservation resource object need generic way specify resources backward compatibility scan first character invoke json parser otherwise use existing parser,3
MESOS-2469,mesos masterslave able bind explicitly requested,current refactoring looks like master slave longer bind even explicitly requested via flag among things breaks balloon framework test uses flag,1
